from,to,cost
fx46z20,fx49z20,3
fx46z23,fx43z23,3
fx46z23,fx46z20,3
fx46z23,fx46z26,3
fx46z23,fx49z23,3
fx46z26,fx43z26,3
fx46z26,fx46z23,3
fx46z26,fx46z29,3
fx46z26,fx49z26,3
fx46z29,fx43z29,3
fx46z29,fx46z26,3
fx46z29,fx46z32,3
fx46z29,fx49z29,3
fx46z32,fx43z32,3
fx46z32,fx46z29,3
fx46z32,fx46z35,3
fx46z32,fx49z32,3
fx46z35,fx43z35,3
fx46z35,fx46z32,3
fx46z35,fx46z38,3
fx46z35,fx49z35,3
fx46z38,fx43z38,3
fx46z38,fx46z35,3
fx46z38,fx46z41,3
fx46z38,fx49z38,3
fx46z41,fx43z41,3
fx46z41,fx46z38,3
fx46z41,fx46z44,3
fx46z41,fx49z41,3
fx46z44,fx43z44,3
fx46z44,fx46z41,3
fx46z44,fx46z47,3
fx46z44,fx49z44,3
fx46z47,fx43z47,3
fx46z47,fx46z44,3
fx46z47,fx46z50,3
fx46z47,fx49z47,3
fx46z50,fx43z50,3
fx46z50,fx46z47,3
fx46z50,fx49z50,3
fx49z2,fx46z2,3
fx49z2,fx49z5,3
fx49z2,fx52z2,3
fx49z5,fx46z5,3
fx49z5,fx49z2,3
fx49z5,fx49z8,3
fx49z5,fx52z5,3
fx49z8,fx46z8,3
fx49z8,fx49z5,3
fx49z8,fx49z11,3
fx49z8,fx52z8,3
fx49z11,fx46z11,3
fx49z11,fx49z8,3
fx49z11,fx49z14,3
fx49z11,fx52z11,3
fx49z14,fx46z14,3
fx49z14,fx49z11,3
fx49z14,fx49z17,3
fx49z14,fx52z14,3
fx49z17,fx46z17,3
fx49z17,fx49z14,3
fx49z17,fx49z20,3
fx49z17,fx52z17,3
fx49z20,fx46z20,3
fx49z20,fx49z17,3
fx49z20,fx49z23,3
fx49z20,fx52z20,3
fx49z23,fx46z23,3
fx49z23,fx49z20,3
fx49z23,fx49z26,3
fx49z23,fx52z23,3
fx49z26,fx46z26,3
fx49z26,fx49z23,3
fx49z26,fx49z29,3
fx49z26,fx52z26,3
fx49z29,fx46z29,3
fx49z29,fx49z26,3
fx49z29,fx49z32,3
fx49z29,fx52z29,3
fx49z32,fx46z32,3
fx49z32,fx49z29,3
fx49z32,fx49z35,3
fx49z32,fx52z32,3
fx49z35,fx46z35,3
fx49z35,fx49z32,3
fx49z35,fx49z38,3
fx49z35,fx52z35,3
fx49z38,fx46z38,3
fx49z38,fx49z35,3
fx49z38,fx49z41,3
fx49z38,fx52z38,3
fx49z41,fx46z41,3
fx49z41,fx49z38,3
fx49z41,fx49z44,3
fx49z41,fx52z41,3
fx49z44,fx46z44,3
fx49z44,fx49z41,3
fx49z44,fx49z47,3
fx49z44,fx52z44,3
fx49z47,fx46z47,3
fx49z47,fx49z44,3
fx49z47,fx49z50,3
fx49z47,fx52z47,3
fx49z50,fx46z50,3
fx49z50,fx49z47,3
fx49z50,fx52z50,3
fx52z2,fx49z2,3
fx52z2,fx52z5,3
fx52z2,fx55z2,3
fx52z5,fx49z5,3
fx52z5,fx52z2,3
fx52z5,fx52z8,3
fx52z5,fx55z5,3
fx52z8,fx49z8,3
fx52z8,fx52z5,3
fx52z8,fx52z11,3
fx52z8,fx55z8,3
fx52z11,fx49z11,3
fx52z11,fx52z8,3
fx52z11,fx52z14,3
fx52z11,fx55z11,3
fx52z14,fx49z14,3
fx52z14,fx52z11,3
fx52z14,fx52z17,3
fx52z14,fx55z14,3
fx52z17,fx49z17,3
fx52z17,fx52z14,3
fx52z17,fx52z20,3
fx52z17,fx55z17,3
fx52z20,fx49z20,3
fx52z20,fx52z17,3
fx52z20,fx52z23,3
fx52z20,fx55z20,3
fx52z23,fx49z23,3
fx52z23,fx52z20,3
fx52z23,fx52z26,3
fx52z23,fx55z23,3
fx52z26,fx49z26,3
fx52z26,fx52z23,3
fx52z26,fx52z29,3
fx52z26,fx55z26,3
fx52z29,fx49z29,3
fx52z29,fx52z26,3
fx52z29,fx52z32,3
fx52z29,fx55z29,3
fx52z32,fx49z32,3
fx52z32,fx52z29,3
fx52z32,fx52z35,3
fx52z32,fx55z32,3
fx52z35,fx49z35,3
fx52z35,fx52z32,3
fx52z35,fx52z38,3
fx52z35,fx55z35,3
fx52z38,fx49z38,3
fx52z38,fx52z35,3
fx52z38,fx52z41,3
fx52z38,fx55z38,3
fx52z41,fx49z41,3
fx52z41,fx52z38,3
fx52z41,fx52z44,3
fx52z41,fx55z41,3
fx52z44,fx49z44,3
fx52z44,fx52z41,3
fx52z44,fx52z47,3
fx52z44,fx55z44,3
fx52z47,fx49z47,3
fx52z47,fx52z44,3
fx52z47,fx52z50,3
fx52z47,fx55z47,3
fx52z50,fx49z50,3
fx52z50,fx52z47,3
fx52z50,fx55z50,3
fx55z2,fx52z2,3
fx55z2,fx55z5,3
fx55z2,fx58z2,3
fx55z5,fx52z5,3
fx55z5,fx55z2,3
fx55z5,fx55z8,3
fx55z5,fx58z5,3
fx55z8,fx52z8,3
fx55z8,fx55z5,3
fx55z8,fx55z11,3
fx55z8,fx58z8,3
fx55z11,fx52z11,3
fx55z11,fx55z8,3
fx55z11,fx55z14,3
fx55z11,fx58z11,3
fx55z14,fx52z14,3
fx55z14,fx55z11,3
fx55z14,fx55z17,3
fx55z14,fx58z14,3
fx55z17,fx52z17,3
fx55z17,fx55z14,3
fx55z17,fx55z20,3
fx55z17,fx58z17,3
fx55z20,fx52z20,3
fx55z20,fx55z17,3
fx55z20,fx55z23,3
fx55z20,fx58z20,3
fx55z23,fx52z23,3
fx55z23,fx55z20,3
fx55z23,fx55z26,3
fx55z23,fx58z23,3
fx55z26,fx52z26,3
fx55z26,fx55z23,3
fx55z26,fx55z29,3
fx55z26,fx58z26,3
fx55z29,fx52z29,3
fx55z29,fx55z26,3
fx55z29,fx55z32,3
fx55z29,fx58z29,3
fx55z32,fx52z32,3
fx55z32,fx55z29,3
fx55z32,fx55z35,3
fx55z32,fx58z32,3
fx55z35,fx52z35,3
fx55z35,fx55z32,3
fx55z35,fx55z38,3
fx55z35,fx58z35,3
fx55z38,fx52z38,3
fx55z38,fx55z35,3
fx55z38,fx55z41,3
fx55z38,fx58z38,3
fx55z41,fx52z41,3
fx55z41,fx55z38,3
fx55z41,fx55z44,3
fx55z41,fx58z41,3
fx55z44,fx52z44,3
fx55z44,fx55z41,3
fx55z44,fx55z47,3
fx55z44,fx58z44,3
fx55z47,fx52z47,3
fx55z47,fx55z44,3
fx55z47,fx55z50,3
fx55z47,fx58z47,3
fx55z50,fx52z50,3
fx55z50,fx55z47,3
fx55z50,fx58z50,3
fx58z2,fx55z2,3
fx58z2,fx58z5,3
fx58z2,fx61z2,3
fx58z5,fx55z5,3
fx58z5,fx58z2,3
fx58z5,fx58z8,3
fx58z5,fx61z5,3
fx58z8,fx55z8,3
fx58z8,fx58z5,3
fx58z8,fx58z11,3
fx58z8,fx61z8,3
fx58z11,fx55z11,3
fx58z11,fx58z8,3
fx58z11,fx58z14,3
fx58z11,fx61z11,3
fx58z14,fx55z14,3
fx58z14,fx58z11,3
fx58z14,fx58z17,3
fx58z14,fx61z14,3
fx58z17,fx55z17,3
fx58z17,fx58z14,3
fx58z17,fx58z20,3
fx58z17,fx61z17,3
fx58z20,fx55z20,3
fx58z20,fx58z17,3
fx58z20,fx58z23,3
fx58z20,fx61z20,3
fx58z23,fx55z23,3
fx58z23,fx58z20,3
fx58z23,fx58z26,3
fx58z23,fx61z23,3
fx58z26,fx55z26,3
fx58z26,fx58z23,3
fx58z26,fx58z29,3
fx58z26,fx61z26,3
fx58z29,fx55z29,3
fx58z29,fx58z26,3
fx58z29,fx58z32,3
fx58z29,fx61z29,3
fx58z32,fx55z32,3
fx58z32,fx58z29,3
fx58z32,fx58z35,3
fx58z32,fx61z32,3
fx58z35,fx55z35,3
fx58z35,fx58z32,3
fx58z35,fx58z38,3
fx58z35,fx61z35,3
fx58z38,fx55z38,3
fx58z38,fx58z35,3
fx58z38,fx58z41,3
fx58z38,fx61z38,3
fx58z41,fx55z41,3
fx58z41,fx58z38,3
fx58z41,fx58z44,3
fx58z41,fx61z41,3
fx58z44,fx55z44,3
fx58z44,fx58z41,3
fx58z44,fx58z47,3
fx58z44,fx61z44,3
fx58z47,fx55z47,3
fx58z47,fx58z44,3
fx58z47,fx58z50,3
fx58z47,fx61z47,3
fx58z50,fx55z50,3
fx58z50,fx58z47,3
fx58z50,fx61z50,3
fx61z2,fx58z2,3
fx61z2,fx61z5,3
fx61z2,fx64z2,3
fx61z5,fx58z5,3
fx61z5,fx61z2,3
fx61z5,fx61z8,3
fx61z5,fx64z5,3
fx61z8,fx58z8,3
fx61z8,fx61z5,3
fx61z8,fx61z11,3
fx61z8,fx64z8,3
fx61z11,fx58z11,3
fx61z11,fx61z8,3
fx61z11,fx61z14,3
fx61z11,fx64z11,3
fx61z14,fx58z14,3
fx61z14,fx61z11,3
fx61z14,fx61z17,3
fx61z14,fx64z14,3
fx61z17,fx58z17,3
fx61z17,fx61z14,3
fx61z17,fx61z20,3
fx61z17,fx64z17,3
fx61z20,fx58z20,3
fx61z20,fx61z17,3
fx61z20,fx61z23,3
fx61z20,fx64z20,3
fx61z23,fx58z23,3
fx61z23,fx61z20,3
fx61z23,fx61z26,3
fx61z23,fx64z23,3
fx61z26,fx58z26,3
fx61z26,fx61z23,3
fx61z26,fx61z29,3
fx61z26,fx64z26,3
fx61z29,fx58z29,3
fx61z29,fx61z26,3
fx61z29,fx61z32,3
fx61z29,fx64z29,3
fx61z32,fx58z32,3
fx61z32,fx61z29,3
fx61z32,fx61z35,3
fx61z32,fx64z32,3
fx61z35,fx58z35,3
fx61z35,fx61z32,3
fx61z35,fx61z38,3
fx61z35,fx64z35,3
fx61z38,fx58z38,3
fx61z38,fx61z35,3
fx61z38,fx61z41,3
fx61z38,fx64z38,3
fx61z41,fx58z41,3
fx61z41,fx61z38,3
fx61z41,fx61z44,3
fx61z41,fx64z41,3
fx61z44,fx58z44,3
fx61z44,fx61z41,3
fx61z44,fx61z47,3
fx61z44,fx64z44,3
fx61z47,fx58z47,3
fx61z47,fx61z44,3
fx61z47,fx61z50,3
fx61z47,fx64z47,3
fx61z50,fx58z50,3
fx61z50,fx61z47,3
fx61z50,fx64z50,3
fx64z2,fx61z2,3
fx64z2,fx64z5,3
fx64z2,fx67z2,3
fx64z5,fx61z5,3
fx64z5,fx64z2,3
fx64z5,fx64z8,3
fx64z5,fx67z5,3
fx64z8,fx61z8,3
fx64z8,fx64z5,3
fx64z8,fx64z11,3
fx64z8,fx67z8,3
fx64z11,fx61z11,3
fx64z11,fx64z8,3
fx64z11,fx64z14,3
fx64z11,fx67z11,3
fx64z14,fx61z14,3
fx64z14,fx64z11,3
fx64z14,fx64z17,3
fx64z14,fx67z14,3
fx64z17,fx61z17,3
fx64z17,fx64z14,3
fx64z17,fx64z20,3
fx64z17,fx67z17,3
fx64z20,fx61z20,3
fx64z20,fx64z17,3
fx64z20,fx64z23,3
fx64z20,fx67z20,3
fx64z23,fx61z23,3
fx64z23,fx64z20,3
fx64z23,fx64z26,3
fx64z23,fx67z23,3
fx64z26,fx61z26,3
fx64z26,fx64z23,3
fx64z26,fx64z29,3
fx64z26,fx67z26,3
fx64z29,fx61z29,3
fx64z29,fx64z26,3
fx64z29,fx64z32,3
fx64z29,fx67z29,3
fx64z32,fx61z32,3
fx64z32,fx64z29,3
fx64z32,fx64z35,3
fx64z32,fx67z32,3
fx64z35,fx61z35,3
fx64z35,fx64z32,3
fx64z35,fx64z38,3
fx64z35,fx67z35,3
fx64z38,fx61z38,3
fx64z38,fx64z35,3
fx64z38,fx64z41,3
fx64z38,fx67z38,3
fx64z41,fx61z41,3
fx64z41,fx64z38,3
fx64z41,fx64z44,3
fx64z41,fx67z41,3
fx64z44,fx61z44,3
fx64z44,fx64z41,3
fx64z44,fx64z47,3
fx64z44,fx67z44,3
fx64z47,fx61z47,3
fx64z47,fx64z44,3
fx64z47,fx64z50,3
fx64z47,fx67z47,3
fx64z50,fx61z50,3
fx64z50,fx64z47,3
fx64z50,fx67z50,3
fx67z2,fx64z2,3
fx67z2,fx67z5,3
fx67z2,fx70z2,3
fx67z5,fx64z5,3
fx67z5,fx67z2,3
fx67z5,fx67z8,3
fx67z5,fx70z5,3
fx67z8,fx64z8,3
fx67z8,fx67z5,3
fx67z8,fx67z11,3
fx67z8,fx70z8,3
fx67z11,fx64z11,3
fx67z11,fx67z8,3
fx67z11,fx67z14,3
fx67z11,fx70z11,3
fx67z14,fx64z14,3
fx67z14,fx67z11,3
fx67z14,fx67z17,3
fx67z14,fx70z14,3
fx67z17,fx64z17,3
fx67z17,fx67z14,3
fx67z17,fx67z20,3
fx67z17,fx70z17,3
fx67z20,fx64z20,3
fx67z20,fx67z17,3
fx67z20,fx67z23,3
fx67z20,fx70z20,3
fx67z23,fx64z23,3
fx67z23,fx67z20,3
fx67z23,fx67z26,3
fx67z23,fx70z23,3
fx67z26,fx64z26,3
fx67z26,fx67z23,3
fx67z26,fx67z29,3
fx67z26,fx70z26,3
fx67z29,fx64z29,3
fx67z29,fx67z26,3
fx67z29,fx67z32,3
fx67z29,fx70z29,3
fx67z32,fx64z32,3
fx67z32,fx67z29,3
fx67z32,fx67z35,3
fx67z32,fx70z32,3
fx67z35,fx64z35,3
fx67z35,fx67z32,3
fx67z35,fx67z38,3
fx67z35,fx70z35,3
fx67z38,fx64z38,3
fx67z38,fx67z35,3
fx67z38,fx67z41,3
fx67z38,fx70z38,3
fx67z41,fx64z41,3
fx67z41,fx67z38,3
fx67z41,fx67z44,3
fx67z41,fx70z41,3
fx67z44,fx64z44,3
fx67z44,fx67z41,3
fx67z44,fx67z47,3
fx67z44,fx70z44,3
fx67z47,fx64z47,3
fx67z47,fx67z44,3
fx67z47,fx67z50,3
fx67z47,fx70z47,3
fx67z50,fx64z50,3
fx67z50,fx67z47,3
fx67z50,fx70z50,3
fx70z2,fx67z2,3
fx70z2,fx70z5,3
fx70z2,fx73z2,3
fx70z5,fx67z5,3
fx70z5,fx70z2,3
fx70z5,fx70z8,3
fx70z5,fx73z5,3
fx70z8,fx67z8,3
fx70z8,fx70z5,3
fx70z8,fx70z11,3
fx70z8,fx73z8,3
fx70z11,fx67z11,3
fx70z11,fx70z8,3
fx70z11,fx70z14,3
fx70z11,fx73z11,3
fx70z14,fx67z14,3
fx70z14,fx70z11,3
fx70z14,fx70z17,3
fx70z14,fx73z14,3
fx70z17,fx67z17,3
fx70z17,fx70z14,3
fx70z17,fx70z20,3
fx70z17,fx73z17,3
fx70z20,fx67z20,3
fx70z20,fx70z17,3
fx70z20,fx70z23,3
fx70z20,fx73z20,3
fx70z23,fx67z23,3
fx70z23,fx70z20,3
fx70z23,fx70z26,3
fx70z23,fx73z23,3
fx70z26,fx67z26,3
fx70z26,fx70z23,3
fx70z26,fx70z29,3
fx70z26,fx73z26,3
fx70z29,fx67z29,3
fx70z29,fx70z26,3
fx70z29,fx70z32,3
fx70z29,fx73z29,3
fx70z32,fx67z32,3
fx70z32,fx70z29,3
fx70z32,fx70z35,3
fx70z32,fx73z32,3
fx70z35,fx67z35,3
fx70z35,fx70z32,3
fx70z35,fx70z38,3
fx70z35,fx73z35,3
fx70z38,fx67z38,3
fx70z38,fx70z35,3
fx70z38,fx70z41,3
fx70z38,fx73z38,3
fx70z41,fx67z41,3
fx70z41,fx70z38,3
fx70z41,fx70z44,3
fx70z41,fx73z41,3
fx70z44,fx67z44,3
fx70z44,fx70z41,3
fx70z44,fx70z47,3
fx70z44,fx73z44,3
fx70z47,fx67z47,3
fx70z47,fx70z44,3
fx70z47,fx70z50,3
fx70z47,fx73z47,3
fx70z50,fx67z50,3
fx70z50,fx70z47,3
fx70z50,fx73z50,3
fx73z2,fx70z2,3
fx73z2,fx73z5,3
fx73z2,fx76z2,3
fx73z5,fx70z5,3
fx73z5,fx73z2,3
fx73z5,fx73z8,3
fx73z5,fx76z5,3
fx73z8,fx70z8,3
fx73z8,fx73z5,3
fx73z8,fx73z11,3
fx73z8,fx76z8,3
fx73z11,fx70z11,3
fx73z11,fx73z8,3
fx73z11,fx73z14,3
fx73z11,fx76z11,3
fx73z14,fx70z14,3
fx73z14,fx73z11,3
fx73z14,fx73z17,3
fx73z14,fx76z14,3
fx73z17,fx70z17,3
fx73z17,fx73z14,3
fx73z17,fx73z20,3
fx73z17,fx76z17,3
fx73z20,fx70z20,3
fx73z20,fx73z17,3
fx73z20,fx73z23,3
fx73z20,fx76z20,3
fx73z23,fx70z23,3
fx73z23,fx73z20,3
fx73z23,fx73z26,3
fx73z23,fx76z23,3
fx73z26,fx70z26,3
fx73z26,fx73z23,3
fx73z26,fx73z29,3
fx73z26,fx76z26,3
fx73z29,fx70z29,3
fx73z29,fx73z26,3
fx73z29,fx73z32,3
fx73z29,fx76z29,3
fx73z32,fx70z32,3
fx73z32,fx73z29,3
fx73z32,fx73z35,3
fx73z32,fx76z32,3
fx73z35,fx70z35,3
fx73z35,fx73z32,3
fx73z35,fx73z38,3
fx73z35,fx76z35,3
fx73z38,fx70z38,3
fx73z38,fx73z35,3
fx73z38,fx73z41,3
fx73z38,fx76z38,3
fx73z41,fx70z41,3
fx73z41,fx73z38,3
fx73z41,fx73z44,3
fx73z41,fx76z41,3
fx73z44,fx70z44,3
fx73z44,fx73z41,3
fx73z44,fx73z47,3
fx73z44,fx76z44,3
fx73z47,fx70z47,3
fx73z47,fx73z44,3
fx73z47,fx73z50,3
fx73z47,fx76z47,3
fx73z50,fx70z50,3
fx73z50,fx73z47,3
fx73z50,fx76z50,3
fx76z2,fx73z2,3
fx76z2,fx76z5,3
fx76z2,fx79z2,3
fx76z5,fx73z5,3
fx76z5,fx76z2,3
fx76z5,fx76z8,3
fx76z5,fx79z5,3
fx76z8,fx73z8,3
fx76z8,fx76z5,3
fx76z8,fx76z11,3
fx76z8,fx79z8,3
fx76z11,fx73z11,3
fx76z11,fx76z8,3
fx76z11,fx76z14,3
fx76z11,fx79z11,3
fx76z14,fx73z14,3
fx76z14,fx76z11,3
fx76z14,fx76z17,3
fx76z14,fx79z14,3
fx76z17,fx73z17,3
fx76z17,fx76z14,3
fx76z17,fx76z20,3
fx76z17,fx79z17,3
fx76z20,fx73z20,3
fx76z20,fx76z17,3
fx76z20,fx76z23,3
fx76z20,fx79z20,3
fx76z23,fx73z23,3
fx76z23,fx76z20,3
fx76z23,fx76z26,3
fx76z23,fx79z23,3
fx76z26,fx73z26,3
fx76z26,fx76z23,3
fx76z26,fx76z29,3
fx76z26,fx79z26,3
fx76z29,fx73z29,3
fx76z29,fx76z26,3
fx76z29,fx76z32,3
fx76z29,fx79z29,3
fx76z32,fx73z32,3
fx76z32,fx76z29,3
fx76z32,fx76z35,3
fx76z32,fx79z32,3
fx76z35,fx73z35,3
fx76z35,fx76z32,3
fx76z35,fx76z38,3
fx76z35,fx79z35,3
fx76z38,fx73z38,3
fx76z38,fx76z35,3
fx76z38,fx76z41,3
fx76z38,fx79z38,3
fx76z41,fx73z41,3
fx76z41,fx76z38,3
fx76z41,fx76z44,3
fx76z41,fx79z41,3
fx76z44,fx73z44,3
fx76z44,fx76z41,3
fx76z44,fx76z47,3
fx76z44,fx79z44,3
fx76z47,fx73z47,3
fx76z47,fx76z44,3
fx76z47,fx76z50,3
fx76z47,fx79z47,3
fx76z50,fx73z50,3
fx76z50,fx76z47,3
fx76z50,fx79z50,3
fx79z2,fx76z2,3
fx79z2,fx79z5,3
fx79z2,fx82z2,3
fx79z5,fx76z5,3
fx79z5,fx79z2,3
fx79z5,fx79z8,3
fx79z5,fx82z5,3
fx79z8,fx76z8,3
fx79z8,fx79z5,3
fx79z8,fx79z11,3
fx79z8,fx82z8,3
fx79z11,fx76z11,3
fx79z11,fx79z8,3
fx79z11,fx79z14,3
fx79z11,fx82z11,3
fx79z14,fx76z14,3
fx79z14,fx79z11,3
fx79z14,fx79z17,3
fx79z14,fx82z14,3
fx79z17,fx76z17,3
fx79z17,fx79z14,3
fx79z17,fx79z20,3
fx79z17,fx82z17,3
fx79z20,fx76z20,3
fx79z20,fx79z17,3
fx79z20,fx79z23,3
fx79z20,fx82z20,3
fx79z23,fx76z23,3
fx79z23,fx79z20,3
fx79z23,fx79z26,3
fx79z23,fx82z23,3
fx79z26,fx76z26,3
fx79z26,fx79z23,3
fx79z26,fx79z29,3
fx79z26,fx82z26,3
fx79z29,fx76z29,3
fx79z29,fx79z26,3
fx79z29,fx79z32,3
fx79z29,fx82z29,3
fx79z32,fx76z32,3
fx79z32,fx79z29,3
fx79z32,fx79z35,3
fx79z32,fx82z32,3
fx79z35,fx76z35,3
fx79z35,fx79z32,3
fx79z35,fx79z38,3
fx79z35,fx82z35,3
fx79z38,fx76z38,3
fx79z38,fx79z35,3
fx79z38,fx79z41,3
fx79z38,fx82z38,3
fx79z41,fx76z41,3
fx79z41,fx79z38,3
fx79z41,fx79z44,3
fx79z41,fx82z41,3
fx79z44,fx76z44,3
fx79z44,fx79z41,3
fx79z44,fx79z47,3
fx79z44,fx82z44,3
fx79z47,fx76z47,3
fx79z47,fx79z44,3
fx79z47,fx79z50,3
fx79z47,fx82z47,3
fx79z50,fx76z50,3
fx79z50,fx79z47,3
fx79z50,fx82z50,3
fx82z2,fx79z2,3
fx82z2,fx82z5,3
fx82z2,fx85z2,3
fx82z5,fx79z5,3
fx82z5,fx82z2,3
fx82z5,fx82z8,3
fx82z5,fx85z5,3
fx82z8,fx79z8,3
fx82z8,fx82z5,3
fx82z8,fx82z11,3
fx82z8,fx85z8,3
fx82z11,fx79z11,3
fx82z11,fx82z8,3
fx82z11,fx82z14,3
fx82z11,fx85z11,3
fx82z14,fx79z14,3
fx82z14,fx82z11,3
fx82z14,fx82z17,3
fx82z14,fx85z14,3
fx82z17,fx79z17,3
fx82z17,fx82z14,3
fx82z17,fx82z20,3
fx82z17,fx85z17,3
fx82z20,fx79z20,3
fx82z20,fx82z17,3
fx82z20,fx82z23,3
fx82z20,fx85z20,3
fx82z23,fx79z23,3
fx82z23,fx82z20,3
fx82z23,fx82z26,3
fx82z23,fx85z23,3
fx82z26,fx79z26,3
fx82z26,fx82z23,3
fx82z26,fx82z29,3
fx82z26,fx85z26,3
fx82z29,fx79z29,3
fx82z29,fx82z26,3
fx82z29,fx82z32,3
fx82z29,fx85z29,3
fx82z32,fx79z32,3
fx82z32,fx82z29,3
fx82z32,fx82z35,3
fx82z32,fx85z32,3
fx82z35,fx79z35,3
fx82z35,fx82z32,3
fx82z35,fx82z38,3
fx82z35,fx85z35,3
fx82z38,fx79z38,3
fx82z38,fx82z35,3
fx82z38,fx82z41,3
fx82z38,fx85z38,3
fx82z41,fx79z41,3
fx82z41,fx82z38,3
fx82z41,fx82z44,3
fx82z41,fx85z41,3
fx82z44,fx79z44,3
fx82z44,fx82z41,3
fx82z44,fx82z47,3
fx82z44,fx85z44,3
fx82z47,fx79z47,3
fx82z47,fx82z44,3
fx82z47,fx82z50,3
fx82z47,fx85z47,3
fx82z50,fx79z50,3
fx82z50,fx82z47,3
fx82z50,fx85z50,3
fx85z2,fx82z2,3
fx85z2,fx85z5,3
fx85z2,fx88z2,3
fx85z5,fx82z5,3
fx85z5,fx85z2,3
fx85z5,fx85z8,3
fx85z5,fx88z5,3
fx85z8,fx82z8,3
fx85z8,fx85z5,3
fx85z8,fx85z11,3
fx85z8,fx88z8,3
fx85z11,fx82z11,3
fx85z11,fx85z8,3
fx85z11,fx85z14,3
fx85z11,fx88z11,3
fx85z14,fx82z14,3
fx85z14,fx85z11,3
fx85z14,fx85z17,3
fx85z14,fx88z14,3
fx85z17,fx82z17,3
fx85z17,fx85z14,3
fx85z17,fx85z20,3
fx85z17,fx88z17,3
fx85z20,fx82z20,3
fx85z20,fx85z17,3
fx85z20,fx85z23,3
fx85z20,fx88z20,3
fx85z23,fx82z23,3
fx85z23,fx85z20,3
fx85z23,fx85z26,3
fx85z23,fx88z23,3
fx85z26,fx82z26,3
fx85z26,fx85z23,3
fx85z26,fx85z29,3
fx85z26,fx88z26,3
fx85z29,fx82z29,3
fx85z29,fx85z26,3
fx85z29,fx85z32,3
fx85z29,fx88z29,3
fx85z32,fx82z32,3
fx85z32,fx85z29,3
fx85z32,fx85z35,3
fx85z32,fx88z32,3
fx85z35,fx82z35,3
fx85z35,fx85z32,3
fx85z35,fx85z38,3
fx85z35,fx88z35,3
fx85z38,fx82z38,3
fx85z38,fx85z35,3
fx85z38,fx85z41,3
fx85z38,fx88z38,3
fx85z41,fx82z41,3
fx85z41,fx85z38,3
fx85z41,fx85z44,3
fx85z41,fx88z41,3
fx85z44,fx82z44,3
fx85z44,fx85z41,3
fx85z44,fx85z47,3
fx85z44,fx88z44,3
fx85z47,fx82z47,3
fx85z47,fx85z44,3
fx85z47,fx85z50,3
fx85z47,fx88z47,3
fx85z50,fx82z50,3
fx85z50,fx85z47,3
fx85z50,fx88z50,3
fx88z2,fx85z2,3
fx88z2,fx88z5,3
fx88z5,fx85z5,3
fx88z5,fx88z2,3
fx88z5,fx88z8,3
fx88z8,fx85z8,3
fx88z8,fx88z5,3
fx88z8,fx88z11,3
fx88z11,fx85z11,3
fx88z11,fx88z8,3
fx88z11,fx88z14,3
fx88z14,fx85z14,3
fx88z14,fx88z11,3
fx88z14,fx88z17,3
fx88z17,fx85z17,3
fx88z17,fx88z14,3
fx88z17,fx88z20,3
fx88z20,fx85z20,3
fx88z20,fx88z17,3
fx88z20,fx88z23,3
fx88z23,fx85z23,3
fx88z23,fx88z20,3
fx88z23,fx88z26,3
fx88z26,fx85z26,3
fx88z26,fx88z23,3
fx88z26,fx88z29,3
fx88z29,fx85z29,3
fx88z29,fx88z26,3
fx88z29,fx88z32,3
fx88z32,fx85z32,3
fx88z32,fx88z29,3
fx88z32,fx88z35,3
fx88z35,fx85z35,3
fx88z35,fx88z32,3
fx88z35,fx88z38,3
fx88z38,fx85z38,3
fx88z38,fx88z35,3
fx88z38,fx88z41,3
fx88z41,fx85z41,3
fx88z41,fx88z38,3
fx88z41,fx88z44,3
fx88z44,fx85z44,3
fx88z44,fx88z41,3
fx88z44,fx88z47,3
fx88z47,fx85z47,3
fx88z47,fx88z44,3
fx88z47,fx88z50,3
fx88z50,fx85z50,3
fx88z50,fx88z47,3
sx0z0,sx0z3,3
sx0z0,sx3z0,3
sx0z3,sx0z0,3
sx0z3,sx0z6,3
sx0z3,sx3z3,3
sx0z6,sx0z3,3
sx0z6,sx0z9,3
sx0z6,sx3z6,3
sx0z9,sx0z6,3
sx0z9,sx0z12,3
sx0z9,sx3z9,3
sx0z12,sx0z9,3
sx0z12,sx0z15,3
sx0z12,sx3z12,3
sx0z15,sx0z12,3
sx0z15,sx0z18,3
sx0z15,sx3z15,3
sx0z18,sx0z15,3
sx0z18,sx0z21,3
sx0z18,sx3z18,3
sx0z21,sx0z18,3
sx0z21,sx0z24,3
sx0z21,sx3z21,3
sx0z24,sx0z21,3
sx0z24,sx0z27,3
sx0z24,sx3z24,3
sx0z27,sx0z24,3
sx0z27,sx0z30,3
sx0z27,sx3z27,3
sx0z30,sx0z27,3
sx0z30,sx0z33,3
sx0z30,sx3z30,3
sx0z33,sx0z30,3
sx0z33,sx0z36,3
sx0z33,sx3z33,3
sx0z36,sx0z33,3
sx0z36,sx0z39,3
sx0z36,sx3z36,3
sx0z39,sx0z36,3
sx0z39,sx0z42,3
sx0z39,sx3z39,3
sx0z42,sx0z39,3
sx0z42,sx0z45,3
sx0z42,sx3z42,3
sx0z45,sx0z42,3
sx0z45,sx0z48,3
sx0z45,sx3z45,3
sx0z48,sx0z45,3
sx0z48,sx3z48,3
sx3z0,sx0z0,3
sx3z0,sx3z3,3
sx3z0,sx6z0,3
